"559","Multnomah","Gerald Ave - Broadway Dr"
"560","Washington","Ghost Creek Trail"
"561","Multnomah","Gibbs Street Pedestrian Bridge"
"562","Clackamas","Glade Trail #661"
"563","Clackamas","Glenmorrie Greenway Trail"
"564","Multnomah","Glenwood St - 52nd Ave"
"565","Multnomah","Glisan St - Flanders St Connector"
"566","Multnomah","Glisan St - Westover Rd Connector"
"567","Multnomah","Glisan St Pedestrian Connector"
"568","Multnomah","Going St"
"569","Clackamas","Goldenrain St. Path"
"570","Multnomah","Goldfinch Trail"
"571","Multnomah","Gordon Russell Middle School Connector"
"572","Multnomah","Gorge 400 Trail"
"573","Multnomah","Gorge Trail #400"
"574","Multnomah County","Gradin Community Sports Park Perimeter Path"
"575","Multnomah","Gradin Community Sports Park Perimeter Path"
"576","Washington","Grahams Ferry Rd - Luster Ct Connector"
"577","Clackamas","Grahams Ferry Road Trail"
"578","Washington","Granada Park Trails - Connector"
"579","Washington","Grand Lodge Connector"
"580","Multnomah","Grant Way - Hensley Rd Connector"
"581","Tillamook","Gravelle Brothers Trail"
"582","Clackamas","Green Canyon Way Trail #793A"
"583","Clackamas","Green Mountain St. Path"
"584","Clackamas","Greentree - Park Rd Connector"
"585","Clackamas","Greentree Cir Connector"
"586","Multnomah","Greenway Ave Viaduct Connector"
"587","Washington","Greenwood Dr"
"588","Multnomah","Gresham / Fairview Trail - Connector"
"589","Multnomah","Gresham / Fairview Trail Connector"
"590","Multnomah","Gresham Butte Saddle Trail"
"591","Clackamas","Greyhawk Ridge Homeowners Association Trails - Connector"
"592","Clackamas","Grouse Point Trail #517"
"593","Clark","Grouse Vista Trail"
"594","Multnomah","Grover St Connector"
"595","Washington","H.M. Terpenning Recreation Complex Trails - Connector"
"596","Washington","HWY 47 Trail Connector"
"597","Clackamas","Haley Ct - Ethel St Connector"
"598","Washington","Hall Blvd - Connector"
"599","Clackamas","Hallinan Creek Trail"
"600","Clackamas","Hallinan Elementary School Trail"
"601","Clackamas","Hallinan Elementary School Trails - Connector"
"602","Multnomah","Halsey Cut-Through"
"603","Multnomah","Halsey St - 33rd Ave Connection"
"604","Clackamas","Hamilton Ridge Tot Lot Path"
"605","Multnomah","Hamlin Ave Connector"
"606","Washington","Handley St Connector"
"607","Multnomah County","Hanson Rd - Barberry Dr Connector"
"608","Clackamas","Happy Valley Elementary School Trails - Connector"
"609","Clackamas","Happy Valley Heights Homeowners Association Trails - Connector"
"610","Clackamas","Happy Valley Park Trails - Connector"
"611","Clackamas","Happy Valley Village Homeowners Association Trails - Connector"
"612","Multnomah County","Harbor Dr - Grant Connector"
"613","Multnomah","Harbor Path"
"614","Multnomah","Hardesty Trail"
"615","Washington","Hardt Rd"
"616","Washington","Hares Canyon Trail"
"617","Clackamas","Harmony Community Campus Service Road"
"618","Clackamas","Harmony Community Campus Trail"
"619","Clackamas","Harmony Road Neighborhood Park Trail"
"620","Multnomah","Harrison St - Grant St Connector"
"621","Multnomah","Harrison St - Montgomery St Connector"
"622","Clackamas","Hartford Pl - SW Waluga Dr Connector"
"623","Multnomah","Hartmon Pond Trail"
"624","Washington","Hartung Farms Homeowners Assn Park Path"
"625","Clackamas","Harvard Ave"
"626","Washington","Harvey Clark Elementary School Trails - Connector"
"627","Multnomah","Harvey Scott Circle"
"628","Clackamas","Haskins Path"
"629","Multnomah","Haven Ave - Fiske Ave"
"630","Clackamas","Haverhill Ct - Oppenlander Fields Connector"
"631","Clackamas","Haverhill Ct Connector"
"632","Marion","Hawk Mountain Lookout Trail #564A"
"633","Multnomah","Hawthorn Trail"
"634","Multnomah","Hawthorne Bridge - Connector"
"635","Multnomah","Hayhurst Elementary School Trail"
"636","Multnomah","Hayhurst Elementary School connector"
"637","Clackamas","Headlee Walkway"
"638","Clackamas","Headwaters Trail #522"
"639","Washington","Heartwood Trail"
"640","Washington","Hedges Creek Trail"
"641","Multnomah","Helen Althaus Park Trails - Connector"
"642","Clackamas","Hemlock St"
"643","Clackamas","Hemlock St Connector"
"644","Multnomah","Hemlock Trail"
"645","Clackamas","Heritage Ln Connector"
"646","Washington","Heron Cir - Osprey Dr Connector"
"647","Clackamas","Heron Creek Loop Trail"
"648","Clackamas","Hidden Lake Trail #779"
"649","Clackamas","Hide And Seek Trail"
"650","Clackamas","High Touch - 19th Connector"
"651","Multnomah","Highland Elementary School Trails - Connector"
"652","Clackamas","Highland View Homeowners Association Trails - Connector"
"653","Clackamas","Highway 213"
"654","Washington","Highway 47 Trail - Connector"
"655","Clark","Highway 500 Trail"
"656","Washington","Hike-in Camp Trail"
"657","Clackamas","Hill Way - Wildwood Street Connector"
"658","Clackamas","Hillockburn Trail #516"
"659","Multnomah","Hillsboro St - Council Crest Connector"
"660","Multnomah","Hillsdale To Lake Oswego Trail"
"661","Multnomah","Himalayan Pine Trail"
"662","Hood River","Historic Columbia River Highway Eagle Creek to Cascade Locks Trail"
"663","Multnomah","Historic Columbia River Highway Eagle Creek to Cascade Locks Trail"
"664","Multnomah","Historic Columbia River Highway State Trail - Yeon to Moffett"
"665","Multnomah","Historic Columbia River Highway Toothrock to Eagle Creek Trail"
"666","Multnomah","Hogan Butte Trail"
"667","Clackamas","Holcomb Ridge Trail"
"668","Multnomah","Holgate - Dogwood Connector"
"669","Multnomah","Holgate Lane"
"670","Washington","Hollies Point Of View Trail"
"671","Multnomah","Holly Trail"
"672","Multnomah","Holman Ln."
"673","Clackamas","Homestead Loop"
"674","Clackamas","Hoodview Estates Trails"
"675","Multnomah","Hooker St - Meade St Connector"
"676","Washington","Hooktender Horseshoe"
"677","Clark","Horseshoe Ridge Trail"
"678","Clackamas","Horseshoe Ridge Trail #774"
"679","Tillamook","Horseshoe Trail"
"680","Multnomah","Horsetail Creek Trail #425"
"681","Multnomah","Horsetail Falls Trail"
"682","Multnomah","Horsetail Falls Trail #438"
"683","Multnomah","Hoyt Arboretum Trail"
"684","Clackamas","Huckleberry Trail"
"685","Clark","Huffman Peak Trail"
"686","Clackamas","Hunchback Mountain Trail #793"
"687","Clackamas","Huxley Lake Trail #521"
"688","Multnomah","Hwy 26 Bike Path Connector"
"689","Washington","Hwy 47 - NW Willamina Ave Connector"
"690","Washington","Hwy 47 Trail - Connector"
"691","Washington","Hyland - Hanson Rd Connector"
"692","Multnomah","I-205 Bikepath"
"693","Clackamas","I-205 Bikepath - Connector"
"694","Multnomah","I-205 Bikepath Access"
"695","Clackamas","I-205 Bikepath Connector"
"696","Clackamas","I-205 Bikepath connector"
"697","Clackamas","I-205 Corridor - Connector"
"698","Multnomah","I-205 Corridor - Connector"
"699","Clackamas","I-205 Corridor Connector"
"700","Clark","I-205 Corridor Trail - Connector"
"701","Multnomah","I-205 Multi-Use Path - Connector"
"702","Clackamas","I-205 Multi-Use Path - Connector"
"703","Clackamas","I-205 Multi-Use Path Connector"
"704","Clackamas","I-205 Trail"
"705","Multnomah","I-405 Trail - Connector"
"706","Washington","I-5 Kruse Way Connector"
"707","Multnomah","I-5 Trail Connector"
"708","Multnomah","I-84 Bike Path - Connector"
"709","Multnomah","I-84 Bike Path Access"
"710","Multnomah","I-84 Bike Path Connector"
"711","Clackamas","Idleman Rd - Pheasant Ridge Dr Connector"
"712","Washington","Inkster Dr Connector"
"713","Multnomah","Interlakes Trail"
"714","Multnomah","Interlakes Trail Extension"
"715","Multnomah","Interstate - Broadway bridge Connector"
"716","Multnomah","Ira Keller Fountain Park Trails - Connector"
"717","Clackamas","Iron Mountain Trail"
"718","Multnomah","Irving St"
"719","Multnomah","Irving St - 15th Ave Connector"
"720","Clackamas","Island View Terrace"
"721","Clackamas","Ivy St Connector"
"722","Clackamas","Jackpot Meadows Trail #492"
"723","Clackamas","Jackson Hills Homeowners Association Trails - Connector"
"724","Washington","Jackstraw Tarry"
"725","Multnomah","Jamison Park Trails - Connector"
"726","Multnomah","Japanese Garden Trail"
"727","Clackamas","Jefferson - Bay Creek Connector"
"728","Multnomah","Jefferson - Bay Creek Connector"
"729","Multnomah","Jefferson St - 21st Ave Connector"
"730","Washington","Jewell Ln - Kaiser Rd Connector"
"731","Clackamas","Joe Graham Trail #524"
"732","Multnomah","Johnson - Broadway Ramp Connector"
"733","Clackamas","Johnson Creek Blvd Trail"
"734","Multnomah","Johnson Creek Trail Connector"
"735","Multnomah","Johnson Lake Trail"
"736","Clackamas","Jon Storm Park Trails - Connector"
"737","Multnomah","Kaiser Open Space Trail"
"738","Washington","Kaiser Woods Open Space Trail"
"739","Washington","Kaiser Woods Park - Connector"
"740","Washington","Kappel Ln"
"741","Washington","Katie Dr - 1st Dr Connector"
"742","Multnomah","Kelley Point Park Trail"
"743","Washington","Kellwood Ct - Ivy Crest Ct Connector"
"744","Multnomah","Kelly Creek Elementary School Trails"
"745","Multnomah","Kelly Creek Greenway Trails - Connector"
"746","Clackamas","Kelso Rd"
"747","Washington","Kenny Ter - Talamore Ter Connector"
"748","Clackamas","Kensington - Bland Connector"
"749","Clackamas","Kensington Bluff Homeowners Association Trails - Connector"
"750","Clackamas","Kensington Ct - Reminton Dr Connector"
"751","Clackamas","Kerr"
"752","Multnomah","Kielhorn Meadow Access"
"753","Clark","Kiggens Bowltrail"
"754","Clackamas","Kincade Curlicue Corridor"
"755","Multnomah","King Elementary School Paths"
"756","Washington","King Fisher Marsh Trail"
"757","Clackamas","King Rd - Rolling Meadows Dr Connector"
"758","Washington","Kingfisher Marsh Trail"
"759","Multnomah","Kings Height Stairs"
"760","Tillamook","Kings Mountain Trail"
"761","Clackamas","Kinzel Lake Trail #665"
"762","Multnomah","Kirk Park"
"763","Multnomah","Kirk Park-Connector"
"764","Marion","Kitty Newell Trail"
"765","Clackamas","Knox Road"
"766","Clackamas","Knox St - Bonnet Dr Connector"
"767","Multnomah","Koenig Trail"
"768","Clackamas","Kolbe Lane - Schroeder Way Connector"
"769","Clackamas","Kruse 4000"
"770","Clackamas","Kruse Commons"
"771","Clackamas","Kruse Commons - Connector"
"772","Clackamas","Kruse Way Trail"
"773","Washington","Kruse Way Trail"
"774","Clackamas","Kurts Konnection Trail"
"775","Clark","Lacamas Heritage Trail"
"776","Washington","Lady Bug Loop"
"777","Multnomah","Lafayette St Connector"
"778","Washington","Laidlaw Rd - Alvada St Connector"
"779","Washington","Lake Forest HOA Trails"
"780","Clackamas","Lake Oswego Sailing Club Trail"
"781","Clackamas","Lake Oswego to Milwaukie Bridge"
"782","Clackamas","Lake Shore Drive"
"783","Clark","Lake To Lake Trail"
"784","Clackamas","Lakeview - Schalit Connector"
"785","Multnomah","Lancaster -Balmer Trail"
"786","Washington","Landfill Wetlands Access Trail"
"787","Clark","Larch Mountain"
"788","Multnomah","Larch Mountain Trail #441"
"789","Washington","Larkspur Loop"
"790","Washington","Lasso Loop"
"791","Clackamas","Lauras Loop Trail"
"792","Clackamas","Laurel - Oak St Connector"
"793","Clackamas","Lave Dome Trail"
"794","Washington","Lawton Place Open Space"
"795","Clackamas","Lazy Hawk Ranch Owners Association Trails - Connector"
"796","Clackamas","Lea St - Verlie St Connector"
"797","Clackamas","Lee St Connector"
"798","Clackamas","Legacy Creek Trail"
"799","Washington","Legend Trail Pl - West Union Rd Connector"
"800","Multnomah","Leif Erikson Trailhead Parking Lot"
"801","Multnomah","Lents Park Loop"
"802","Multnomah","Lents Park Trails - Connector"
"803","Multnomah","Lents Recreational Loop"
"804","Multnomah","Lents Recreational Loop Trail"
"805","Multnomah","Lewis And Clark Interpretive Trail"
"806","Multnomah","Lewis And Clark Trail"
"807","Multnomah","Lewis And Clark Trail 400"
"808","Clackamas","Lilly Bay"
"809","Clackamas","Lincoln Heights Homeowner Association Trails - Connector"
"810","Multnomah","Linnton Park Trail"
"811","Clackamas","Linwood Elementary School Paths"
"812","Clackamas","Little Crater Lake Trail #500"
"813","Clackamas","Little Joe Loop"
"814","Washington","Little Prairie Loop"
"815","Multnomah","Little Trail"
"816","Multnomah","Lloyd Center Mall Connector"
"817","Multnomah","Lloyd Center Parking Connector"
"818","Multnomah","Lloyd District Trail"
"819","Washington","Lois Lane Ter - Thompson Rd Connector"
"820","Washington","Lombard Ave Sidepath"
"821","Multnomah","Lombard St"
"822","Multnomah","Lombard St - Connector"
"823","Washington","Lone Oak Place - 234th Ave Connector"
"824","Clackamas","Long St - Oak St Connector"
"825","Clackamas","Looneys Gate Trail"
"826","Washington","Lost Park Trails - Connector"
"827","Multnomah","Lovejoy St - Summit Ave Connector"
"828","Washington","Low Divide Loop"
"829","Multnomah","Lowell Ct - 48th Pl Connector"
"830","Multnomah","Lower Latourell Falls Trail"
"831","Multnomah","Lower Macleay Trail"
"832","Multnomah","Lower Picnic Way"
"833","Clark","Lower River Road Trail"
"834","Multnomah","Luray Circus Terrace - Luray Terrace Connector"
"835","Multnomah","Lynchview Elementary School Connector"
"836","Clackamas","Lyon Court - 147th Ave Connector"
"837","Multnomah","Macadam Ave - Moody Ave Connector"
"838","Multnomah","Macleay Park Trail Connector"
"839","Multnomah","Magnolia Trail"
"840","Washington","Main Trail"
"841","Clackamas","Maple Ridge Trail"
"842","Multnomah","Maple Ridge Trail"
"843","Multnomah","Maple Trail"
"844","Clackamas","Mapleton Drive"
"845","Clackamas","Marcy St"
"846","Multnomah","Marigold Trail"
"847","Multnomah","Marine Dr - Expo Max Connector"
"848","Multnomah","Marine Drive - Connector"
"849","Multnomah","Marine Drive Trail - Connector"
"850","Multnomah","Marine Drive Trail Access"
"851","Multnomah","Marine Drive Trail Connector"
"852","Multnomah","Market St - Mill Ct Connection"
"853","Multnomah","Market St - Mill St Ter Connector"
"854","Multnomah","Market Street Dr - 20th Ave Connector"
"855","Washington","Marlow Ave"
"856","Clackamas","Marmot Road"
"857","Clackamas","Marquam Heights Homeowners Association Trails - Connector"
"858","Multnomah","Marquam Park Trail"
"859","Multnomah","Marysville Elementary School Connector"
"860","Multnomah","Mason St"
"861","Washington","Matchcutters Lane"
"862","Clackamas","Mather Road - Falbrook Drive Connector"
"863","Clackamas","Mather Road Trail"
"864","Multnomah","Max Path - Connector"
"865","Clackamas","Mazama Lodge Footpath"
"866","Multnomah","McCormick Pier Trail"
"867","Multnomah","McCoy Ct - Houghton St"
"868","Multnomah","McCoy Ct - Houghton St - Connector"
"869","Clackamas","McIntyre Ridge Trail #782"
"870","Washington","McKay Creek Greenway"
"871","Washington","McKinley Elementary School Trails"
"872","Multnomah","McLaughlin Blvd - 87th Ave Connector"
"873","Multnomah","McLoughlin Blvd - Brooklyn St Connector"
"874","Clackamas","McLoughlin Promenade Trails - Connector"
"875","Multnomah","McNary Pkwy Connector"
"876","Multnomah","Meadow Lane"
"877","Multnomah","Meadow Road"
"878","Multnomah","Meadow Trail"
"879","Clackamas","Meditation Point Trail #526"
"880","Clackamas","Meeker Trail"
"881","Clackamas","Meinig Park Access"
"882","Clackamas","Memaloose Lake Trail #515"
"883","Clackamas","Memorial Park Forest Trail"
"884","Washington","Menecke Pkwy - Noble Fir Ct Connector"
"885","Multnomah","Menlo Park Elementary School Connector"
"886","Clackamas","Mentor Graphics Trails - Connector"
"887","Clackamas","Michell Ct. Path"
"888","Multnomah","Middle Creek Trail"
"889","Clackamas","Miles - Rosemont Connector"
"890","Clackamas","Miles Ct"
"891","Clark","Mill Plain Boulevard Trail"
"892","Clackamas","Millenium Plaza Connector Trail"
"893","Clackamas","Millenium Plaza Park"
"894","Clackamas","Millenium Plaze Connector Trail"
"895","Clackamas","Miller Rd. Path"
"896","Clackamas","Miller Trail #534"
"897","Washington","Millikan Way - Beaverton Creek MAX Station"
"898","Washington","Milton Ct"
"899","Clackamas","Mirror Lake Trail #664"
"900","Multnomah","Moffett Creek Trail #430"
"901","Clackamas","Molalla Forest Rd Connector"
"902","Clackamas","Molalla River State Park Trails - Connector"
"903","Clackamas","Molalla-Amandas Trail"
"904","Clackamas","Molalla-Bear Woods Loop Trail"
"905","Clackamas","Molalla-Bob Cat Road Trail"
"906","Clackamas","Molalla-Cliffords Crossing Trail"
"907","Clackamas","Molalla-Elk Run Loop Trail"
"908","Clackamas","Molalla-Fern Creek Trail"
"909","Clackamas","Molalla-Hardy Creek Trail"
"910","Clackamas","Molalla-Huckleberry Trail"
"911","Clackamas","Molalla-Leap Frog Trail"
"912","Clackamas","Molalla-Looneys Trail"
"913","Clackamas","Molalla-Loop Trail"
"914","Clackamas","Molalla-Mac Beth Loop Trail"
"915","Clackamas","Molalla-Marks Trail"
"916","Clackamas","Molalla-Red Vole Road Trail"
"917","Clackamas","Molalla-Red Vole Trail"
"918","Clackamas","Molalla-Rim Tie Trail"
"919","Clackamas","Molalla-Rim Trail"
"920","Clackamas","Molalla-Sandquists Trail"
"921","Clackamas","Molalla-South Huckleberry Trail"
"922","Clackamas","Molalla-Squirrel Creek Trail"
"923","Clackamas","Molalla-Warm Up Loop Trail"
"924","Clackamas","Molalla-Yellow Gate Road Trail"
"925","Multnomah","Montgomery Dr - Greenway Ave"
"926","Multnomah","Montgomery St"
"927","Multnomah","Montgomery St - 11th Ave Connector"
"928","Washington","Morgan Dr - Sorrento Rd Connector"
"929","Multnomah","Morrison Bridge - Connector"
"930","Multnomah","Morrison Bridge Access"
"931","Multnomah","Morrison Bridge Connector"
"932","Multnomah","Mossytree Park Trails"
"933","Marion","Mother LodeTrail #558"
"934","Clackamas","Mount Scott Blvd Trail"
"935","Multnomah","Mount Scott Blvd Trail"
"936","Clackamas","Mountain Crest Dr - Wintercress Ln Connector"
"937","Multnomah","Mountain Park Church"
"938","Multnomah","Mountain Park Homeowners Association Trails Connector"
"939","Multnomah","Mountain View Trail"
"940","Clackamas","Mountaineer Trail"
"941","Clackamas","Mountainside Terrace Condos"
"942","Multnomah","Mountainside Terrace Condos"
"943","Multnomah","Mt Hood CC Driveway - Kane Dr Connector"
"944","Clackamas","Mt Scott Blvd Trail"
"945","Multnomah","Mt. Hood Trail"
"946","Multnomah","Multnomah Creek Way Trail #444"
"947","Multnomah","Multnomah Dr - 223rd Ave Connector"
"948","Multnomah","Multnomah Falls Overlook Spur Trail #441A"
"949","Multnomah","Multnomah Spur Trail #446"
"950","Washington","Murrayhill Open Space"
"951","Washington","Murrayhill Powerline Park"
"952","Washington","Murrayhill Powerline Park - Connector"
"953","Multnomah","N Bruce Ave - sidewalk"
"954","Multnomah","N Bryant St I-5 Crossing"
"955","Multnomah","N Columbia Blvd - N Columbia Ct Connector"
"956","Multnomah","N Columbia Blvd."
"957","Multnomah","N Columbia Blvd. - Connector"
"958","Multnomah","N Columbia Frontage Rd."
"959","Multnomah","N Concord Ave Bridge"
"960","Multnomah","N Concord Ave Bridge - Connector"
"961","Multnomah","N Failing Street Pedestrian Crossing"
"962","Washington","N Fremont St Connector"
"963","Multnomah","N Hodge Ave - N Bowdoin St Connector"
"964","Multnomah","N Kelley Point Park Rd."
"965","Multnomah","N Kerby Ave - Connector"
"966","Multnomah","N Lombard St - crosswalk"
"967","Multnomah","N Lombard St - sidewalk"
"968","Multnomah","N Swenson St - N Ziegler Ave Connector"
"969","Multnomah","N Tyler Ave Connector"
"970","Multnomah","N. Columbia Blvd."
"971","Multnomah","N. Columbia Blvd. Connector"
"972","Multnomah","N. Edgewater St."
"973","Multnomah","N. Going St."
"974","Multnomah","N. Going St. - Greeley Ave Connector"
"975","Multnomah","N. Going St. - Greeley Ave East Side Connector"
"976","Multnomah","N. Marine Dr. Access"
"977","Multnomah","NB McLoughl Blvd - EB Tenino Connector"
"978","Multnomah","NB Natio - Grover Connector"
"979","Multnomah","NB Natio Ped Tunnel"
"980","Multnomah","NE 102nd Ave - NE Davis St Connector"
"981","Multnomah","NE 14th Pl - NE Alberta St Connector"
"982","Multnomah","NE 15th Ave Connector"
"983","Multnomah","NE 17th Ave - NE Thompson St Connector"
"984","Washington","NE 2nd Ave - NW Glencoe Rd"
"985","Multnomah","NE 33rd Dr"
"986","Multnomah","NE 3rd Street"
"987","Multnomah","NE 42nd Ave Pedestrian Walkway"
"988","Multnomah","NE 44th Ave - NE 47th Ave Connector"
"1924","","Canal Acres Natural Area Trails"
"1925","","Canby School District Trail"
"1926","","Cannery Park Trails"
"1927","","Canyon Creek Park Trails"
"1928","","Carlin HOA Trails"
"1929","","Carman Oaks Assisted Living Trails"
"1930","","Carolwood Park Trails"
"1931","","Cascades MAX Transit Station Trails"
"1932","","Cascadia Village Park Trails"
"1933","","Cazadero Trail"
"1934","","Cedar Hills Park Trails"
"1935","","Cedar Island Trails"
"1936","","Cedar Mill Park Trails"
"1937","","Cedaroak Boat Ramp Trails"
"1938","","Center Street Park Trails"
"1939","","Centerpointe Open Space Trails"
"1940","","Central Park Condo Trails"
"1941","","Central Park Trails"
"1942","","Champoeg State Heritage Area Trails"
"1943","","Channing Heights Mini-park Trails"
"1944","","Chapin Park Trails"
"1945","","Chapman Elementary School Trails"
"1946","","Chapman Square Park Trails"
"1947","","Charbonneau Homeowners Association Trails"
"1948","","Chehalem Ridgetop Trail"
"1949","","Chelatchie Prairie Rail with Trail"
"1950","","Cherry Blossom Park Trails"
"1951","","Cherry Ridge HOA Trails"
"1952","","Chiefain Dakota Greenway Trails"
"1953","","Chimney Park Trails"
"1954","","Chinook Ct - Garden Ln Connector"
"1955","","City of Sandy to Bull Run/Dodge Park Trail"
"1956","","City-College Park Trails"
"1957","","Clackamas Bluffs Trail"
"1958","","Clackamas Community College Trails"
"1959","","Clackamas County Campus Trails"
"1960","","Clackamas High School Trails"
"1961","","Clackamas River Greenway Trail"
"1962","","Clackamas River Water Trail"
"1963","","Clackamette Park Trails"
"1964","","Clatsop Butte Park Trails"
"1965","","Cleveland MAX Station Trails"
"1966","","Clinton Park Trails"
"1967","","Colonel Summers Park Trails"
"1968","","Columbia Blvd - 33rd Connector"
"1969","","Columbia Buffer Strip Trails"
"1970","","Columbia Heights Trails"
"1971","","Columbia House Blvd"
"1972","","Columbia Park Trails"
"1973","","Columbia River Gorge National Scenic Area Trails"
"1974","","Columbia River Water Trail"
"1975","","Columbia Riverfront Renaissance Trail"
"1976","","Columbia Slough Trail"
"1977","","Columbia Slough Water Trail"
"1978","","Columbia Vista Homeowners Trail"
"1979","","Comanche Bluff Homeowners Association Trails"
"1980","","Commercial Park Trails"
"1981","","Commonwealth Lake Park Trails"
"1982","","Cook Park Trails"
"1983","","Cooks Butte Park Trails"
"1984","","Cooper Mountain Nature Park Trails"
"1985","","Cooper Mountain Trail"
"1986","","Cooper Park Trails"
"1987","","Couch Park Trails"
"1988","","Cougar Creek Greenway Trail"
"1989","","Council Creek Homeowners Association Trails"
"1990","","Council Creek Trail"
"1991","","Council Crest Park Trails"
"1992","","Council Crest Park Trails Connector"
"1993","","Courtside Neighborhood Park Trails"
"1994","","Crescent Connection"
"1995","","Crescent Park Trail"
"1996","","Creston Park Trails"
"1997","","Crestview Dr Connector Trails"
"1998","","Cross Creek HOA Trails"
"1999","","Cross Levee Trail"
"2000","","Crown Point State Scenic Corridor"
"2001","","Crown Zellerbach Trail"
"2002","","Crystal Springs Rhododendron Gardens Trails"
"2003","","Custer Park Trail"
"2004","","Dabney State Recreation Area Trails"
"2005","","Dairy Creek Greenway"
"2006","","Dairy Creek Park Trails"
"2007","","David Douglas Park Trails"
"2008","","Davis Park Trails"
"2009","","Dawson Creek Park Trails"
"2010","","Dawson Park Trails"
"2011","","Deer Glen HOA Park Trail"
"2012","","Deline HOA Trails"
"2013","","Delta Park MAX Station paths"
"2014","","Depot Park Trails"
"2015","","Dexter McCarty Middle School Trails"
"2016","","Dickinson Park Trails"
"2017","","Discovery Historic Loop"
"2018","","Discovery Middle School Trails"
"2019","","Dogwood Park Trails"
"2020","","Donald L. Robertson City Park Trails"
"2021","","Douglas Cemetery Trails"
"2022","","Downing Path Trails"
"2023","","Dubarko Estates Homeowners Trails"
"2024","","Duniway Park Trails"
"2025","","Eagle Landing Homeowners Association Trails"
"2026","","Earl Boyles Park Trails"
"2027","","East Buttes Loop"
"2028","","East Buttes Power Line Trail"
"2029","","East Buttes Regional Trail"
"2030","","East Delta Park Trails"
"2031","","East Fork of the Lewis River Trail"
"2032","","East Holladay Park Trails"
"2033","","East Powerline Trail"
"2034","","East Willamette Greenway"
"2035","","Eastbank Esplanade"
"2036","","Eastridge Park Trails"
"2037","","Ed Benedict Park Trails"
"2038","","Edgewater on the Tualatin Owners Association Trails"
"2039","","Eichler Park Trails"
"2040","","Elizabeth Price Park"
"2041","","Elk Rock Island Trails"
"2042","","Englewood Park Trails"
"2043","","Ennis Creek Trails"
"2044","","Errol Heights Park Trails"
"2045","","Essex Park Trails"
"2046","","Evergreen MS Trails"
"2047","","Evergreen Park Open Space Trails"
"2048","","Evergreen Park Trails"
"2049","","Expo Center MAX Station Trails"
"2050","","Fairplex/Hillsboro Airport MAX Station Trails"
"2051","","Fanno Creek"
"2052","","Fanno Creek Greenway"
"2053","","Fanno Creek Trail"
"2054","","Farmington West HOA Trails"
"2055","","Farragut Park Trails"
"2056","","Fern Hill Wetlands Trails"
"2057","","Fields Bridge Park Trails"
"2058","","Fir Grove Elementary School Trails"
"2059","","Fir Grove Park Trails"
"2060","","Five Oaks Middle School Trails"
"2061","","Flavel Park Trails"
"2062","","Florence Connector"
"2063","","Florence Pointe Park Trails"
"2064","","Flower Pedestrain Walkway"
"2065","","Floyd Light Middle School Trails"
"2066","","Foege Park Trails"
"2067","","Foley Balmer Natural Area"
"2068","","Foothills Park Trails"
"2069","","Forest Brook Open Space Trails"
"2070","","Forest Glen Park Trails"
"2071","","Forest Grove High Trails"
"2072","","Forest Grove Open Space Trail"
"2073","","Forest Groves Lincoln Park Trails"
"2074","","Forest Heights Open Space Trails"
"2075","","Forest Heights Park Trails"
"2076","","Forest Hills Park Trails"
"2077","","Forest Park Trails"
"2078","","Fort Vancouver National Historic Site Trails"
"2079","","Foster Floodplain Natural Area Trails"
"2080","","Fowler Middle School Trails"
"2081","","Frances Street Park Trails"
"2082","","Franklin High School Trails"
"2083","","Free Orchards Elementary School Trails"
"2084","","Freepons Park Trails"
"2085","","Fremont - Milton Connector"
"2086","","French Prairie Road Trail"
"2087","","Fruit Valley Park Trails"
"2088","","Gabriel Park Trails"
"2089","","Gaffney Lane Elementary School Trails"
"2090","","Gales Creek Trail"
"2091","","Garden Home Park Trails"
"2092","","Gateway Transit Center Trails"
"2093","","George Himes Park Trails"
"2094","","George Park Trails"
"2095","","George Rogers Park Trails"
"2096","","Gibbons Creek Wildlife Art Trail"
"2097","","Giblert Primary Park Trails"
"2098","","Gilbert Heights Park Trails"
"2099","","Glencoe Creek Park Trails"
"2100","","Glendoveer Golf Course Trails"
"2101","","Glenhaven Park Trails"
"2102","","Glenwood Park Trails"
"2103","","Glisan St Path"
"1615","Clackamas","Three Thirty Eight Loop Trail"
"1616","Clackamas","Thunder Mountain Trail #543"
"1617","Multnomah","Thurman St - Vaughn St Connector"
"1618","Multnomah","Tichner Dr - Parkside Ln Connector"
"1619","Clackamas","Tickle Creek Rd"
"1620","Clackamas","Tickle Creek Trail Entrance"
"1621","Multnomah","Tideman Johnson Trail"
"1622","Washington","Tigard Street Trail Connector"
"1623","Multnomah","Tilikum Crossing"
"1624","Clackamas","Timberline Ridge Park Path"
"1625","Clackamas","Timberline Trail"
"1626","Clackamas","Timothy Lake Trail #528"
"1627","Multnomah","Tioga Ave - Buchanan Ave Connector"
"1628","Multnomah","Toms Alley Connector"
"1629","Clackamas","Tonquin Trail - Connector"
"1630","Washington","Tonquin Trail - connector"
"1631","Multnomah","Toothrock Loop Trail"
"1632","Multnomah","Towhee Trail"
"1633","Clackamas","Town Center Loop"
"1634","Clackamas","Town Center Park Connector"
"1635","Marion","Town Site Trail"
"1636","Washington","Townsend Ct - Kaiser Rd Connector"
"1637","Clark","Trail #126"
"1638","Washington","Trevino St - Hogan St Connector"
"1639","Clackamas","Trillium Drive"
